City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,pospelikha,51.95,81.7667,276.08,97,100,4.8,RU,1699924290
304,mablethorpe,51.95,81.7667,276.08,97,100,4.8,RU,1699924290
305,santiago,-33.4569,-70.6483,290.85,52,0,4.63,CL,1699924202
306,tubarjal,30.4999,38.216,293.71,39,100,2.28,SA,1699924291
307,petukhovo,55.0692,67.9019,276.56,82,100,6.89,RU,1699924291
308,zeerust,-25.5369,26.0751,292.07,62,0,4.95,ZA,1699924292
309,coihueco,-36.6167,-71.8333,284.56,66,0,4.12,CL,1699924292
310,magistral'nyy,56.1725,107.4458,266.13,94,100,2.76,RU,1699924293
311,greenville,35.6127,-77.3663,280.44,96,0,0.0,US,1699924272
312,sheksna,59.21,38.5107,274.22,99,100,3.96,RU,1699924293
313,robore,-18.3333,-59.75,302.83,49,9,2.51,BO,1699924294
314,karmaskaly,54.3709,56.1837,278.06,95,100,8.35,RU,1699924294
315,pontianak,-0.0333,109.3333,300.14,88,20,1.54,ID,1699924294
316,klyuchi,52.2667,79.1667,276.31,92,99,4.15,RU,1699924295
317,sinabang,2.4803,96.3801,297.29,93,100,1.31,ID,1699924295
318,zaozersk,69.4005,32.4476,260.07,100,93,1.1,RU,1699924296
319,tofol,5.3248,163.0078,304.03,70,75,4.12,FM,1699924296
320,dryden,49.7833,-92.7503,273.31,86,40,2.57,CA,1699924296
321,tallulah,32.4085,-91.1868,290.18,77,40,2.06,US,1699924297
322,sirvintos,55.05,24.95,276.79,70,100,2.72,LT,1699924297
323,arraial do cabo,-22.9661,-42.0278,296.87,90,59,3.27,BR,1699924297
324,preobrazheniye,42.9019,133.9064,274.05,48,0,3.66,RU,1699924298
325,pekanbaru,0.5333,101.45,298.33,100,40,2.57,ID,1699924300
326,zheleznogorsk,52.331,35.3711,276.96,78,100,6.31,RU,1699924300
327,ezhva,61.8128,50.7283,274.03,100,100,3.0,RU,1699924300
328,turkmenabat,39.0733,63.5786,283.26,42,100,3.75,TM,1699924301
329,nikel,69.4128,30.222,257.25,100,99,0.53,RU,1699924301
330,camacupa,-12.0167,17.4833,290.89,84,64,0.97,AO,1699924301
331,nelidovo,56.2211,32.7774,274.35,97,100,3.56,RU,1699924302
332,bonthe,7.5264,-12.505,299.54,86,100,1.86,SL,1699924302
333,essaouira,31.5125,-9.77,291.87,42,40,1.54,MA,1699924302
334,lai,9.3952,16.2989,297.44,75,100,0.5,TD,1699924303
335,conception bay south,47.4999,-52.9981,273.56,82,89,1.49,CA,1699924303
336,antalaha,-14.9003,50.2788,295.26,88,81,1.58,MG,1699924303
337,sestri levante,44.2732,9.3968,290.4,87,100,2.45,IT,1699924304
338,birao,10.2849,22.7882,297.5,69,14,1.56,CF,1699924304
339,multai,21.7667,78.25,289.9,56,100,2.13,IN,1699924305
340,bakchar,57.0186,82.0711,268.66,90,6,1.66,RU,1699924305
341,pisco,-13.7,-76.2167,293.16,82,0,6.17,PE,1699924306
342,hadibu,12.65,54.0333,299.34,86,85,4.98,YE,1699924306
343,kutum,14.2,24.6667,296.25,34,21,3.76,SD,1699924306
344,mizdah,31.4451,12.9801,288.19,82,0,1.42,LY,1699924307
345,port saint john's,-31.6229,29.5448,289.86,77,100,2.82,ZA,1699924307
346,mount isa,-20.7333,139.5,309.02,17,0,6.17,AU,1699924307
347,senador jose porfirio,-2.5908,-51.9542,301.45,52,100,0.83,BR,1699924308
348,guerrero negro,27.9769,-114.0611,294.04,54,100,4.59,MX,1699924308
349,ripley,53.0333,-1.4,283.95,90,9,3.13,GB,1699924309
350,saint-pierre,-21.3393,55.4781,296.8,68,61,2.57,RE,1699924309
351,peniche,39.3558,-9.3811,289.51,90,100,2.44,PT,1699924309
352,leava,-14.3,-178.1667,301.89,82,100,7.0,WF,1699924310
353,gaspe,48.8334,-64.4819,272.27,80,100,2.06,CA,1699924310
354,koungou,-12.7336,45.2042,299.99,89,0,2.06,YT,1699924310
355,al wafrah,28.6392,47.9306,293.97,61,6,2.67,KW,1699924310
356,weno,7.4515,151.8468,303.12,79,100,2.57,FM,1699924311
357,yuzhno-kurilsk,44.0306,145.8556,275.58,80,77,10.27,RU,1699924311
358,lyantor,61.6195,72.1555,264.38,89,100,4.65,RU,1699924311
359,hachinohe,40.5,141.5,280.1,67,8,6.94,JP,1699924312
360,bamboo flat,11.7,92.7167,298.2,94,100,1.03,IN,1699924312
361,prado,-17.3411,-39.2208,297.77,82,23,6.43,BR,1699924312
362,bastrop,32.7562,-91.8724,290.14,74,100,0.0,US,1699924176
